City,Date,Total
Montebello,9/28/2008,1
Monterey,9/15/1964,1
Monterey,6/15/1978,1
Monterey,11/25/1996,1
Monterey,3/13/1997,1
Monterey,6/9/1997,1
Monterey,3/29/1999,1
Monterey,8/1/1999,1
Monterey,10/31/2001,1
Monterey,1/12/2002,1
Monterey,1/31/2002,1
Monterey,4/12/2003,1
Monterey,6/15/2003,1
Monterey,6/25/2003,1
Monterey,6/4/2004,1
Monterey,7/27/2004,1
Monterey,9/16/2006,1
Monterey,11/8/2006,1
Monterey,3/25/2007,1
Monterey,11/14/2007,1
Monterey,4/16/2008,1
Monterey,11/14/2009,1
Monterey,1/23/2010,1
Monterey,2/6/2010,1
Monterey,3/28/2010,1
Monterey,4/3/2010,1
Monterey,6/27/2010,1
Monterey,2/26/2011,1
Monterey,6/14/2011,1
Monterey,12/5/2011,1
Monterey,6/27/2012,1
Monterey,1/31/2013,1
Monterey,2/19/2013,1
Monterey,4/2/2013,1
Monterey,7/2/2013,1
Monterey Bay,2/19/2014,1
Monterey Park,11/12/1971,1
Monterey Park,9/15/1977,1
Monterey Park,5/13/2002,1
Monterey Park,8/30/2003,1
Monterey Park,3/25/2006,1
Monterey Park,5/18/2009,1
Monterey Park,6/27/2009,1
Monterey Park,7/14/2010,1
Monterey Park,3/14/2011,1
Monterey Park,3/22/2013,1
Montrose,11/9/2010,1
Moorpark,1/14/1994,1
Moraga,11/15/2005,1
Moraga,1/17/2009,1
Moreno Valley,7/15/1983,1
Moreno Valley,2/17/1998,1
Moreno Valley,5/1/2000,1
Moreno Valley,12/15/2001,1
Moreno Valley,1/22/2004,1
Moreno Valley,11/8/2006,1
Moreno Valley,8/28/2007,1
Moreno Valley,9/2/2007,1
Moreno Valley,8/7/2009,1
Moreno Valley,9/26/2009,1
Moreno Valley,9/28/2009,1
Moreno Valley,1/2/2011,1
Moreno Valley,1/4/2012,1
Moreno Valley,7/8/2012,1
Moreno Valley,7/23/2013,1
Moreno Valley,9/12/2013,1
Moreno Valley,9/28/2013,1
Moreno Valley,12/28/2013,1
Moreno Valley,1/1/2014,1
Moreno Valley,1/4/2014,1
Moreno Valley,2/5/2014,1
Morgan Hill,9/5/1980,1
Morgan Hill,9/2/1991,1
Morgan Hill,6/1/1994,1
Morgan Hill,11/21/2001,1
Morgan Hill,9/23/2003,1
Morgan Hill,1/30/2005,1
Morgan Hill,9/6/2005,1
Morgan Hill,11/7/2007,1
Morgan Hill,1/20/2008,1
Morgan Hill,6/10/2008,1
Morgan Hill,7/4/2011,1
Morgan Hill,9/5/2011,1
Morgan Hill,2/19/2012,1
Morgan Hill,1/3/2014,1
Morgan Hill,1/6/2014,1
Morongo Valley,6/6/2002,1
Morongo Valley,12/31/2006,1
Morongo Valley,11/16/2008,1
Morongo Valley,11/17/2008,1
Morro Bay,8/12/1968,1
Morro Bay,11/21/2000,1
Morro Bay,1/7/2003,1
Morro Bay,5/22/2008,1
Morro Bay,6/10/2008,1
Morro Bay,9/14/2013,1
Moss Beach,6/1/1975,1
Moss Beach,5/28/1999,1
Moss Beach,6/11/2003,1
Moss Beach,7/24/2010,1
Moss Landing,11/23/2006,1
Mount Shasta,6/30/1965,1
Mount Shasta,2/10/1996,1
Mount Shasta,6/3/1999,1
Mount Shasta,9/9/1999,1
Mount Shasta,9/10/2002,1
Mount Shasta,8/24/2003,1
Mount Shasta,8/31/2006,1
Mount Shasta,9/23/2006,1
Mount Shasta,12/3/2006,1
Mount Shasta,12/7/2011,1
Mount Shasta,6/22/2013,1
Mountain House,7/23/1999,1
Mountain Ranch,7/1/1993,1
Mountain Ranch,4/21/2001,1
Mountain Ranch,12/3/2003,1
Mountain Ranch,1/20/2005,1
Mountain Ranch,4/6/2005,1
Mountain Ranch,8/11/2007,1
Mountain Ranch,3/1/2008,1
Mountain Ranch,6/2/2010,1
Mountain Ranch,8/23/2010,1
Mountain Ranch,8/15/2011,1
Mountain View,3/16/1997,1
Mountain View,3/30/1998,1
Mountain View,2/2/1999,1
Mountain View,9/17/2000,1
Mountain View,5/4/2001,1
Mountain View,9/12/2001,1
Mountain View,3/18/2002,1
Mountain View,2/1/2003,1
Mountain View,6/28/2003,1
Mountain View,11/3/2005,1
Mountain View,6/19/2007,1
Mountain View,10/6/2007,1
Mountain View,6/7/2008,1
Mountain View,2/17/2009,1
Mountain View,5/10/2009,1
Mountain View,6/20/2011,1
Mountain View,1/7/2012,1
Mountain View,11/1/2013,1
Muir Beach,6/1/1969,1
Muir Beach,8/2/1999,1
Muir Beach,7/11/2009,1
Muir Beach,9/1/2009,1
Muir Beach,4/13/2012,1
Murphys,11/29/2007,1
Murrieta,8/31/1981,1
Murrieta,12/20/1999,1
Murrieta,1/2/2000,1
Murrieta,7/4/2002,1
Murrieta,4/15/2004,1
Murrieta,9/4/2004,1
Murrieta,9/5/2004,1
Murrieta,3/23/2005,1
Murrieta,4/30/2005,1
Murrieta,5/21/2006,1
Murrieta,6/14/2006,1
Murrieta,1/28/2007,1
Murrieta,12/1/2007,1
Murrieta,2/22/2008,1
Murrieta,5/26/2008,1
Murrieta,9/5/2008,1
Murrieta,3/13/2009,1
Murrieta,1/1/2011,1
Murrieta,1/6/2011,3
Murrieta,2/23/2011,1
Murrieta,6/5/2012,1
Napa,6/11/1950,1
Napa,6/2/1974,1
Napa,6/6/1977,1
Napa,6/16/1979,1
Napa,6/26/1988,1
Napa,8/20/1994,1
Napa,8/10/1999,1
Napa,9/29/2000,1
Napa,12/10/2001,1
Napa,2/9/2002,1
Napa,6/29/2002,1
Napa,7/1/2002,1
Napa,1/15/2003,1
Napa,1/23/2003,1
Napa,11/23/2003,1
Napa,12/15/2003,1
Napa,3/15/2004,1
Napa,2/6/2005,1
Napa,3/24/2005,1
Napa,9/16/2006,1
Napa,11/1/2006,1
Napa,8/2/2007,1
Napa,2/25/2008,1
Napa,3/26/2008,1
Napa,8/12/2008,1
Napa,8/17/2008,1
Napa,12/1/2009,1
Napa,6/20/2010,1
Napa,12/30/2010,1
Napa,1/21/2011,1
Napa,1/9/2012,1
Napa,10/26/2012,1
Napa,2/11/2013,1
Napa,6/8/2013,1
Napa,7/2/2013,1
Napa,9/9/2013,1
Napa,11/4/2013,1
Napa,12/7/2013,1
Napa,1/10/2014,1
Napa,3/4/2014,1
Napa,4/5/2014,1
Nas Point Mugu,1/11/2002,1
National City,1/17/2003,1
National City,1/28/2003,1
National City,11/20/2008,1
National City,1/1/2010,1
National City,1/3/2011,1
Nevada City,11/9/2004,1
Newark,12/19/2001,1
Newark,4/24/2003,1
Newark,6/1/2004,1
Newark,2/10/2007,1
Newark,4/15/2008,1
Newark,4/18/2008,1
Newark,4/15/2009,1
Newark,8/14/2009,1
Newbury Park,7/20/1976,1
Newbury Park,2/1/1998,1
Newbury Park,8/15/2000,1
Newbury Park,5/11/2001,1
Newbury Park,11/15/2004,1
Newbury Park,1/25/2007,1
Newbury Park,1/18/2009,1
Newbury Park,9/8/2009,1
Newbury Park,8/20/2012,1
Newbury Park,4/20/2013,1
Newport Beach,6/30/1973,1
Newport Beach,5/5/1994,1
Newport Beach,6/15/1996,1
Newport Beach,5/4/1997,1
Newport Beach,8/6/1999,1
Newport Beach,12/15/2002,1
Newport Beach,3/1/2005,1
Newport Beach,8/6/2005,1
Newport Beach,1/5/2006,1
Newport Beach,7/20/2006,1
Newport Beach,12/2/2006,2
Newport Beach,12/8/2006,1
Newport Beach,1/2/2007,1
Newport Beach,1/17/2007,1
Newport Beach,9/30/2007,1
Newport Beach,11/1/2007,1
Newport Beach,5/30/2008,1
Newport Beach,10/30/2008,1
Newport Beach,3/10/2009,1
Newport Beach,3/12/2009,1
Newport Beach,7/19/2009,1
Newport Beach,12/8/2009,1
Newport Beach,5/19/2012,1
Newport Beach,9/25/2013,1
Newport Beach,1/10/2014,1
Newport Beach,2/14/2014,1
Newport Beach,2/22/2014,1
Newport Coast,4/9/2000,1
Nicasio,11/20/2003,1
Nicasio,10/30/2005,1
Nipinnawasee,9/1/1976,1
Nipinnawasee,8/6/2002,1
Nipomo,6/1/1966,1
Nipomo,8/17/1987,1
Nipomo,4/5/2003,2
Nipomo,9/16/2006,1
Nipomo,12/29/2012,1
Norco,11/20/2008,1
North Fork,6/30/1990,1
North Fork,7/15/1990,1
North Fork,6/24/2000,1
North Highlands,12/14/2003,1
North Highlands,12/14/2012,1
North Hollywood,8/1/1954,1
North Hollywood,5/7/1958,1
North Hollywood,4/15/1967,1
North Hollywood,8/17/1969,1
North Hollywood,2/8/2000,1
North Hollywood,9/30/2000,1
North Hollywood,11/16/2001,1
North Hollywood,8/26/2003,1
North Hollywood,12/15/2003,1
North Hollywood,6/24/2004,1
North Hollywood,9/10/2004,1
North Hollywood,1/1/2005,1
North Hollywood,9/22/2005,1
North Hollywood,11/14/2005,1
North Hollywood,11/2/2006,1
North Hollywood,3/11/2007,1
North Hollywood,6/23/2007,1
North Hollywood,6/21/2008,1
North Hollywood,6/30/2008,1
North Hollywood,11/9/2008,1
North Hollywood,1/31/2009,1
North Hollywood,5/10/2009,1
North Hollywood,3/31/2010,1
North Hollywood,7/15/2010,1
North Hollywood,1/15/2011,1
North Hollywood,12/26/2011,1
North Hollywood,11/4/2012,2
North Hollywood,11/23/2012,1
North Hollywood,2/14/2013,1
North Hollywood,5/18/2013,1
North Hollywood,7/13/2013,1
North Lakeport,5/8/2013,1
North Richmond,5/5/1959,1
North Richmond,5/30/2001,1
North Richmond,4/12/2005,1
North Richmond,3/6/2009,1
North Richmond,5/30/2013,1
Northridge,12/15/2002,1
Northridge,10/31/2005,1
Northridge,10/28/2010,1
Northridge,10/31/2010,1
Northridge,11/6/2011,1
Norwalk,6/21/1957,1
Norwalk,6/1/1975,1
Norwalk,5/19/1990,1
Norwalk,11/23/2000,1
Norwalk,11/4/2001,1
Norwalk,12/23/2003,1
Norwalk,3/13/2004,1
Norwalk,5/8/2004,1
Norwalk,7/12/2004,1
Norwalk,12/3/2004,1
Norwalk,7/31/2005,1
Norwalk,9/24/2005,1
Norwalk,12/3/2005,1
Norwalk,3/10/2006,1
Norwalk,4/22/2006,1
Norwalk,2/17/2007,1
Norwalk,5/15/2007,1
Norwalk,7/29/2007,1
Norwalk,1/12/2008,1
Norwalk,4/17/2008,1
Norwalk,6/18/2008,2
Norwalk,7/28/2008,1
Norwalk,8/13/2008,1
Norwalk,1/5/2009,1
Norwalk,5/26/2010,1
Norwalk,8/8/2011,1
Norwalk,10/28/2011,1
Norwalk,5/12/2012,1
Norwalk,6/23/2012,1
Norwalk,5/10/2013,1
Novato,7/15/1958,1
Novato,8/10/1989,1
Novato,3/13/1998,1
Novato,3/4/1999,1
Novato,4/30/1999,1
Novato,9/1/1999,1
Novato,9/27/2000,1
Novato,2/15/2004,1
Novato,9/22/2004,1
Novato,9/29/2004,1
Novato,7/21/2006,1
Novato,12/16/2006,1
Novato,3/20/2007,1
Novato,9/2/2007,1
Novato,7/11/2008,1
Novato,11/22/2011,1
Novato,2/4/2012,1
Novato,7/16/2013,1
O'neals,1/10/2011,1
Oak Glen,3/29/1964,1
Oak Glen,4/30/2003,1
Oak Glen,8/16/2003,1
Oak Glen,5/2/2008,1
Oak Glen,3/2/2009,1
Oak Glen,7/4/2012,1
Oak Park,11/20/2002,1
Oak View,10/6/2007,1
Oakhurst,7/3/2007,1
Oakhurst,5/17/2009,1
Oakhurst,7/4/2013,1
Oakhurst,7/20/2013,1
Oakland,7/21/1968,1
Oakland,3/28/1994,1
Oakland,11/14/1997,1
Oakland,12/10/1997,1
Oakland,10/9/1998,1
Oakland,9/1/2000,1
Oakland,11/13/2000,1
Oakland,5/6/2001,1
Oakland,7/1/2001,1
Oakland,11/25/2001,1
Oakland,1/16/2002,1
Oakland,6/7/2003,1
Oakland,7/9/2003,1
Oakland,8/31/2003,1
Oakland,3/17/2004,1
Oakland,9/4/2004,1
Oakland,10/6/2004,1
Oakland,5/10/2006,1
Oakland,9/16/2006,1
Oakland,12/1/2006,1
Oakland,1/14/2007,1
Oakland,7/27/2007,1
Oakland,4/21/2008,1
Oakland,12/24/2008,1
Oakland,2/1/2009,1
Oakland,5/2/2009,1
Oakland,5/17/2009,1
Oakland,6/14/2009,1
Oakland,10/28/2009,1
Oakland,1/4/2010,1
Oakland,1/30/2010,1
Oakland,4/9/2010,1
Oakland,5/7/2010,1
Oakland,7/9/2010,1
Oakland,12/26/2010,1
Oakland,2/26/2011,1
Oakland,12/17/2011,1
Oakland,4/16/2012,1
Oakland,6/24/2012,1
Oakland,7/8/2012,1
Oakland,9/16/2012,1
Oakland,9/22/2012,1
Oakland,1/13/2013,1
Oakland,7/29/2013,1
Oakland,8/31/2013,1
Oakland,11/4/2013,1
Oakland,12/22/2013,1
Oakland,2/21/2014,1
Oakley,6/8/2003,1
Oakley,8/20/2004,1
Oakley,8/21/2011,2
Oakley,1/13/2012,1
Oakley,3/12/2012,1
Oakley,9/1/2012,1
Oakley,11/29/2012,2
Oakley,2/27/2013,1
Oakley,5/19/2013,1
Oakley,11/30/2013,2
Oakley,12/2/2013,1
Oakley,1/21/2014,1
Occidental,8/29/2001,1
Oceano,12/26/2012,1
Oceanside,11/1/1969,1
Oceanside,11/1/1975,1
Oceanside,6/1/1993,1
Oceanside,5/2/1997,2
Oceanside,2/14/1998,1
Oceanside,9/10/1998,1
Oceanside,12/10/1998,1
Oceanside,4/9/2000,1
Oceanside,8/20/2000,1
Oceanside,1/1/2001,1
Oceanside,1/26/2001,1
Oceanside,11/26/2002,1
Oceanside,8/3/2003,1
Oceanside,12/5/2003,1
Oceanside,7/2/2004,1
Oceanside,2/15/2006,1
Oceanside,10/3/2006,1
Oceanside,7/20/2007,1
Oceanside,12/3/2007,1
Oceanside,3/20/2008,1
Oceanside,4/4/2009,1
Oceanside,9/25/2010,1
Oceanside,3/9/2011,1
Oceanside,7/25/2011,1
Oceanside,11/9/2012,1
Oceanside,12/24/2012,1
Oceanside,4/4/2013,1
Oceanside,4/20/2013,1
Oceanside,5/20/2013,1
Oceanside,12/24/2013,1
Ocotillo,6/4/1998,1
Oildale,8/10/1996,1
Oildale,9/22/2005,1
Oildale,6/12/2009,1
Oildale,7/8/2012,1
Oildale,2/8/2014,1
Ojai,7/15/1948,1
Ojai,1/15/1987,1
Ojai,7/1/2000,1
Ojai,6/9/2001,1
Ojai,5/27/2002,2
Ojai,8/14/2002,1
Ojai,5/22/2004,1
Ojai,2/24/2005,1
Ojai,7/26/2008,1
Ojai,9/20/2010,1
Ojai,12/15/2013,1
Old Station,11/14/1979,1
Old Station,6/23/2007,1
Old Station,10/7/2013,1
Olivehurst,1/1/2009,1
Olivehurst,11/18/2010,1
Olivehurst,11/18/2012,1
Olivehurst,11/10/2013,1
Ontario,4/10/1968,1
Ontario,6/15/1986,1
Ontario,6/15/1999,1
Ontario,7/6/2000,1
Ontario,6/15/2001,1
Ontario,12/24/2001,1
Ontario,8/22/2002,1
Ontario,9/16/2002,1
Ontario,9/26/2003,1
Ontario,3/1/2006,1
Ontario,3/19/2006,1
Ontario,9/5/2006,1
Ontario,4/19/2009,1
Ontario,12/13/2009,1
Ontario,3/4/2010,1
Ontario,3/3/2012,1
Ontario,3/13/2013,1
Ontario,8/18/2013,1
Ontario,12/14/2013,1
Ontario,4/29/2014,1
Orange,11/9/1973,1
Orange,2/15/1974,1
Orange,6/15/1978,1
Orange,1/1/1979,1
Orange,6/15/1995,1
Orange,12/6/1998,1
Orange,6/25/2000,1
Orange,7/15/2000,1
Orange,7/5/2001,1
Orange,7/11/2001,1
Orange,1/2/2003,1
Orange,7/13/2004,1
Orange,11/17/2004,1
Orange,12/14/2004,1
Orange,1/5/2005,1
Orange,9/2/2006,1
Orange,10/3/2006,1
Orange,4/10/2007,1
Orange,9/9/2007,1
Orange,6/15/2008,1
Orange,10/31/2008,1
Orange,11/19/2008,1
Orange,1/15/2009,1
Orange,7/14/2009,1
Orange,1/2/2010,1
Orange,7/16/2010,1
Orange,7/18/2010,1
Orange,9/2/2010,1
Orange,4/4/2011,1
Orange,7/7/2012,1
Orange,5/26/2013,1
Orange,7/4/2013,1
Orange,12/23/2013,1
Orange,1/30/2014,1
Orange,4/9/2014,1
Orinda,1/12/1980,1
Orinda,11/29/2006,1
Orinda,12/13/2008,1
Orinda,12/1/2010,1
Orland,9/1/1999,1
Orland,1/17/2000,1
Orland,5/21/2003,1
Orland,6/30/2003,1
Orland,12/10/2005,1
Orland,4/9/2006,2
Orland,4/26/2007,1
Orland,12/13/2007,1
Orland,3/17/2009,1
Orland,7/4/2010,1
Orland,11/21/2010,1
Orland,3/11/2011,1
Orland,4/23/2011,1
Orland,9/19/2012,1
Oroville,6/1/1947,1
Oroville,6/1/1980,1
Oroville,1/17/1981,1
Oroville,6/6/1995,1
Oroville,12/15/1998,1
Oroville,1/2/2000,1
Oroville,1/17/2000,1
Oroville,1/24/2006,1
Oroville,9/17/2007,1
Oroville,1/4/2009,1
Oroville,5/8/2011,1
Oroville,11/15/2011,1
Oroville,2/13/2012,2
Oroville,12/7/2013,1
Oroville,3/19/2014,1
Oxnard,12/25/1971,1
Oxnard,11/1/1982,1
Oxnard,1/1/1995,1
Oxnard,12/18/1997,1
Oxnard,8/20/1998,1
Oxnard,2/14/2002,1
Oxnard,4/17/2002,1
Oxnard,5/11/2002,1
Oxnard,5/21/2002,1
Oxnard,5/22/2002,1
Oxnard,1/22/2003,1
Oxnard,6/13/2003,1
Oxnard,5/21/2005,1
Oxnard,11/5/2005,1
Oxnard,10/28/2006,1
Oxnard,1/12/2007,1
Oxnard,2/11/2007,1
Oxnard,6/8/2008,1
Oxnard,7/4/2008,1
Oxnard,9/19/2008,1
Oxnard,2/24/2009,1
Oxnard,4/18/2009,1
Oxnard,1/20/2010,1
Oxnard,9/20/2010,1
Oxnard,11/2/2010,1
Oxnard,11/5/2010,1
Oxnard,7/24/2011,1
Oxnard,1/2/2012,1
Oxnard,2/16/2012,1
Oxnard,5/27/2012,1
Oxnard,6/10/2012,1
Oxnard,7/24/2012,1
Oxnard,12/17/2012,1
Oxnard,5/13/2013,1
Oxnard,11/14/2013,1
Oxnard,4/25/2014,1
Pacifica,11/9/1998,1
Pacifica,10/28/2011,1
Pacifica,11/5/2012,1
Paicines,1/16/2007,2
Palm Desert,9/7/1982,1
Palm Desert,4/5/1990,1
Palm Desert,8/15/1993,1
Palm Desert,5/11/1995,1
Palm Desert,11/29/1998,1
Palm Desert,5/15/1999,1
Palm Desert,3/18/2000,1
Palm Desert,4/20/2000,1
Palm Desert,10/7/2000,1
Palm Desert,11/23/2000,1
Palm Desert,2/18/2001,1
Palm Desert,8/25/2003,1
Palm Desert,3/4/2004,1
Palm Desert,6/30/2004,1
Palm Desert,12/9/2004,1
Palm Desert,3/26/2005,1
Palm Desert,11/24/2005,1
Palm Desert,5/31/2006,1
Palm Desert,1/8/2008,1
Palm Desert,2/3/2009,1
Palm Desert,7/19/2009,1
Palm Desert,2/21/2011,1
Palm Desert,11/21/2011,1
Palm Desert,1/1/2013,1
Palm Desert,4/9/2013,1
Palm Desert,5/8/2013,1
Palm Desert,5/24/2013,1
Palm Desert,6/13/2013,1
Palm Desert,12/31/2013,1
Palm Desert,4/3/2014,1
Palm Desert,4/10/2014,1
Palm Springs,1/20/1951,1
Palm Springs,4/10/1986,1
Palm Springs,6/30/1987,1
Palm Springs,11/1/1995,1
Palm Springs,11/28/1995,1
Palm Springs,3/27/1997,1
Palm Springs,8/3/1997,1
Palm Springs,8/24/1997,1
Palm Springs,1/30/1999,1
Palm Springs,2/20/1999,1
Palm Springs,3/23/1999,1
Palm Springs,7/27/1999,1
Palm Springs,11/30/1999,1
Palm Springs,3/15/2000,1
Palm Springs,4/27/2000,1
Palm Springs,8/20/2000,1
Palm Springs,9/26/2000,1
Palm Springs,4/13/2002,1
Palm Springs,2/25/2003,1
Palm Springs,5/1/2003,1
Palm Springs,5/3/2003,2
Palm Springs,1/25/2004,1
Palm Springs,3/25/2004,1
Palm Springs,7/24/2004,1
Palm Springs,7/28/2004,1
Palm Springs,8/6/2004,1
Palm Springs,4/6/2005,1
Palm Springs,6/17/2005,1
Palm Springs,9/26/2005,1
Palm Springs,1/8/2006,1
Palm Springs,3/7/2006,1
Palm Springs,8/4/2006,1
Palm Springs,11/12/2007,1
Palm Springs,11/18/2007,1
Palm Springs,3/19/2008,1
Palm Springs,4/13/2008,1
Palm Springs,5/8/2008,1
Palm Springs,10/26/2008,1
Palm Springs,11/7/2008,1
Palm Springs,11/10/2008,1
Palm Springs,4/25/2009,1
Palm Springs,5/5/2010,1
Palm Springs,9/5/2010,1
Palm Springs,12/15/2010,1
Palm Springs,4/14/2011,1
Palm Springs,5/11/2011,1
Palm Springs,9/14/2011,1
Palm Springs,12/1/2011,1
Palm Springs,4/12/2012,1
Palm Springs,5/20/2012,1
Palm Springs,6/21/2012,1
Palm Springs,8/26/2012,1
Palm Springs,11/22/2012,1
Palm Springs,4/21/2013,1
Palm Springs,9/28/2013,1
Palm Springs,1/25/2014,1
Palmdale,6/1/1960,1
Palmdale,8/1/1970,1
Palmdale,6/7/1996,1
Palmdale,10/3/2002,1
Palmdale,12/22/2003,1
Palmdale,1/4/2004,1
Palmdale,8/16/2004,1
Palmdale,2/27/2005,1
Palmdale,5/1/2005,1
Palmdale,5/2/2005,1
Palmdale,7/23/2005,1
Palmdale,12/6/2005,1
Palmdale,5/7/2006,1
Palmdale,3/24/2007,1
Palmdale,4/16/2007,1
Palmdale,6/11/2007,1
Palmdale,6/24/2007,1
Palmdale,7/26/2007,1
Palmdale,1/28/2008,1
Palmdale,6/20/2008,1
Palmdale,7/4/2008,1
Palmdale,7/30/2008,1
Palmdale,8/23/2008,1
Palmdale,1/1/2009,1
Palmdale,1/6/2009,1
Palmdale,5/27/2010,1
Palmdale,6/25/2010,1
Palmdale,7/1/2010,1
Palmdale,9/24/2010,1
Palmdale,11/8/2010,1
Palmdale,12/23/2011,1
Palmdale,8/2/2012,1
Palmdale,1/11/2014,1
Palo Alto,4/1/1954,1
Palo Alto,6/15/1956,1
Palo Alto,6/22/1976,1
Palo Alto,9/19/1995,1
Palo Alto,12/4/1998,1
Palo Alto,8/25/1999,1
Palo Alto,12/15/2000,1
Palo Alto,11/19/2001,1
Palo Alto,9/19/2002,1
Palo Alto,9/12/2003,1
Palo Alto,9/23/2003,1
Palo Alto,9/29/2003,1
Palo Alto,11/28/2003,1
Palo Alto,9/12/2004,1
Palo Alto,12/15/2004,1
Palo Alto,12/23/2004,1
Palo Alto,7/3/2005,1
Palo Alto,11/20/2005,1
Palo Alto,4/4/2007,1
Palo Alto,4/12/2008,1
Palo Alto,3/11/2009,1
Palo Alto,8/20/2009,1
Palo Alto,9/26/2010,1
Palo Alto,5/10/2011,1
Palo Alto,12/12/2011,1
Palo Alto,5/20/2012,1
Palo Alto,6/25/2013,1
Palo Alto,10/30/2013,1
Palo Alto,1/11/2014,1
Palo Alto,2/16/2014,1
Palo Alto,4/29/2014,1
Palomar Mountain,7/17/2011,1
Panorama City,1/17/2003,1
Paradise,1/8/1999,1
Paradise,1/10/1999,1
Paradise,6/17/2002,1
Paradise,6/18/2002,1
Paradise,3/15/2005,1
Paradise,6/21/2005,1
Paradise,12/1/2007,1
Paradise,9/8/2009,1
Paradise,11/16/2009,1
Paradise,7/20/2011,1
Paramount,1/20/2007,2
Parkway,3/2/2000,1
Parlier,2/14/1991,1
Parlier,6/20/2008,1
Parlier,7/4/2010,1
Parlier,7/17/2013,1
Pasadena,6/30/1954,1
Pasadena,5/5/1978,1
Pasadena,9/20/1989,1
Pasadena,7/15/1991,1
Pasadena,9/15/1998,1
Pasadena,2/18/2000,1
Pasadena,3/19/2000,1
Pasadena,6/17/2000,1
Pasadena,8/26/2000,1
Pasadena,11/18/2000,1
Pasadena,12/28/2000,1
Pasadena,6/27/2001,1
Pasadena,11/17/2001,1
Pasadena,12/8/2001,1
Pasadena,8/16/2003,1
Pasadena,8/30/2003,1
Pasadena,11/10/2003,1
Pasadena,12/11/2003,1
Pasadena,3/2/2004,1
Pasadena,9/16/2004,1
Pasadena,1/1/2007,1
Pasadena,4/23/2007,1
Pasadena,11/10/2007,1
Pasadena,7/6/2008,1
Pasadena,11/5/2008,1
Pasadena,1/1/2010,1
Pasadena,2/13/2010,1
Pasadena,3/14/2010,1
Pasadena,12/31/2011,1
Pasadena,2/27/2012,1
Pasadena,7/4/2012,2
Pasadena,12/10/2012,1
Pasadena,12/14/2012,1
Pasadena,2/14/2013,1
Pasadena,2/24/2013,1
Pasadena,10/27/2013,1
Paso Robles,2/2/1999,1
Paso Robles,5/30/1999,1
Paso Robles,5/22/2000,1
Paso Robles,6/29/2000,1
Paso Robles,6/30/2000,1
Paso Robles,11/10/2000,1
Paso Robles,11/27/2005,2
Paso Robles,3/22/2007,1
Paso Robles,7/2/2007,1
Paso Robles,8/7/2008,1
Paso Robles,9/6/2008,1
Paso Robles,2/28/2011,1
Paso Robles,5/19/2013,1
Paso Robles,9/11/2013,1
Patterson,8/26/1995,1
Patterson,6/11/1998,1
Patterson,5/21/1999,1
Patterson,6/27/2000,1
Patterson,8/27/2004,1
Patterson,6/7/2005,1
Patterson,8/11/2005,1
Patterson,3/16/2006,1
Patterson,9/14/2008,1
Patterson,6/27/2009,1
Patterson,5/28/2010,1
Patterson,9/10/2010,1
Patterson,8/7/2012,1
Patterson,1/31/2013,1
Patterson,1/1/2014,1
Pearblossom,7/9/2003,1
Pebble Beach,11/26/2009,1
Penn Valley,12/10/2007,1
Penn Valley,11/23/2008,1
Penn Valley,10/27/2011,1
Penngrove,4/30/2004,1
Perris,8/15/1990,1
Perris,8/15/1993,1
Perris,3/1/1994,1
Perris,6/12/1998,1
Perris,4/6/2000,1
Perris,4/9/2000,1
Perris,2/18/2001,1
Perris,10/30/2005,1
Perris,8/13/2006,1
Perris,2/5/2008,1
Perris,3/28/2009,1
Perris,12/5/2009,1
Perris,12/16/2009,1
Perris,1/28/2010,1
Perris,8/5/2010,1
Perris,1/6/2011,1
Perris,1/14/2013,1
Perris,6/15/2013,1
Petaluma,3/1/1956,1
Petaluma,9/5/1975,1
Petaluma,4/28/1981,1
Petaluma,3/15/1996,1
Petaluma,5/13/1997,1
Petaluma,6/17/1997,1
Petaluma,7/2/1997,1
Petaluma,12/15/1998,1
Petaluma,2/11/1999,1
Petaluma,11/23/1999,1
Petaluma,1/23/2000,1
Petaluma,11/2/2000,1
Petaluma,12/17/2000,1
Petaluma,10/27/2001,2
Petaluma,8/7/2002,1
Petaluma,7/20/2003,1
Petaluma,9/20/2003,1
Petaluma,5/1/2004,1
Petaluma,6/7/2004,1
Petaluma,9/22/2004,1
Petaluma,5/11/2005,1
Petaluma,11/14/2005,1
Petaluma,10/8/2006,1
Petaluma,12/28/2006,1
Petaluma,6/25/2007,1
Petaluma,8/29/2007,1
Petaluma,6/20/2008,1
Petaluma,8/31/2008,1
Petaluma,6/21/2010,1
Petaluma,11/7/2011,1
Petaluma,9/11/2012,1
Petaluma,9/22/2012,1
Petaluma,9/29/2012,1
Petaluma,10/3/2012,1
Petaluma,11/12/2012,1
Petaluma,11/13/2012,1
Petaluma,3/20/2013,1
Petaluma,9/7/2013,2
Pico Rivera,1/15/1997,1
Pico Rivera,6/17/1997,1
Pico Rivera,12/16/1999,1
Pico Rivera,5/31/2002,1
Pico Rivera,12/6/2002,1
Pico Rivera,11/30/2003,1
Pico Rivera,5/11/2004,2
Pico Rivera,7/16/2005,1
Pico Rivera,12/1/2007,1
Pico Rivera,8/6/2009,1
Pico Rivera,6/10/2010,1
Pico Rivera,6/29/2012,1
Pico Rivera,12/6/2012,1
Pico Rivera,12/24/2012,1
Pico Rivera,7/20/2013,1
Piedmont,8/12/1997,1
