City,UFO_type,Reports,latest_report_date
San Diego,rectangle,6,7/20/11
San Diego,cylinder,4,7/27/12
San Diego,egg,4,2/12/05
San Diego,cross,1,12/29/95
San Diego,diamond,1,11/6/04
San Dimas,oval,3,12/2/09
San Dimas,disk,2,8/5/09
San Dimas,cylinder,1,4/15/14
San Dimas,egg,1,8/25/01
San Dimas,sphere,1,9/5/09
San Dimas,unknown,1,2/24/96
San Fernando,light,2,8/17/08
San Fernando,circle,1,2/10/13
San Fernando,disk,1,3/7/04
San Fernando,other,1,5/24/83
San Fernando,triangle,1,7/15/77
San Francisco,light,37,2/14/14
San Francisco,triangle,20,4/11/13
San Francisco,sphere,16,12/31/13
San Francisco,fireball,15,4/9/13
San Francisco,unknown,14,1/2/12
San Francisco,disk,13,10/4/12
San Francisco,other,13,6/6/13
San Francisco,circle,12,10/3/12
San Francisco,oval,11,12/31/12
San Francisco,formation,9,3/5/08
San Francisco,changing,7,1/6/14
San Francisco,chevron,3,11/25/10
San Francisco,diamond,3,12/13/13
San Francisco,cigar,2,1/25/12
San Francisco,cylinder,2,5/30/13
San Francisco,teardrop,2,3/13/13
San Francisco,egg,1,8/4/06
San Francisco,flash,1,4/24/09
San Francisco,rectangle,1,11/15/08
San Gabriel,circle,1,12/2/03
San Jacinto,light,4,4/7/14
San Jacinto,unknown,2,1/10/10
San Jacinto,circle,1,9/15/10
San Jacinto,cylinder,1,4/18/08
San Jacinto,formation,1,12/18/13
San Jacinto,other,1,12/10/07
San Jacinto,sphere,1,7/5/11
San Jacinto,triangle,1,9/26/06
San Joaquin,circle,1,5/23/06
San Jose,light,37,2/24/14
San Jose,fireball,19,4/18/14
San Jose,other,17,11/24/13
San Jose,circle,15,1/1/13
San Jose,unknown,15,1/31/13
San Jose,sphere,13,8/10/12
San Jose,disk,11,5/7/14
San Jose,triangle,11,2/3/14
San Jose,changing,9,5/11/12
San Jose,formation,8,12/12/13
San Jose,diamond,7,6/8/13
San Jose,oval,6,6/17/12
San Jose,chevron,2,8/10/09
San Jose,cigar,2,4/23/07
San Jose,flash,2,3/17/02
San Jose,egg,1,9/7/08
San Jose,teardrop,1,2/21/08
San Juan Bautista,circle,1,3/28/07
San Juan Bautista,fireball,1,6/20/07
San Juan Bautista,other,1,8/30/04
San Juan Capistrano,circle,2,12/13/11
San Juan Capistrano,light,2,2/13/06
San Juan Capistrano,sphere,2,12/17/13
San Juan Capistrano,chevron,1,11/15/08
San Juan Capistrano,disk,1,6/25/07
San Juan Capistrano,unknown,1,11/1/69
San Leandro,disk,4,6/27/12
San Leandro,circle,3,8/20/09
San Leandro,other,2,12/24/11
San Leandro,light,1,6/19/57
San Leandro,oval,1,5/6/04
San Leandro,rectangle,1,1/18/09
San Leandro,sphere,1,3/3/13
San Leandro,triangle,1,5/24/11
San Leandro,unknown,1,5/28/09
San Lucas,sphere,1,12/15/07
San Luis Obispo,circle,3,3/15/09
San Luis Obispo,light,3,11/22/08
San Luis Obispo,cylinder,2,11/4/08
San Luis Obispo,oval,2,4/14/00
San Luis Obispo,changing,1,9/19/08
San Luis Obispo,diamond,1,7/20/07
San Luis Obispo,disk,1,6/13/13
San Luis Obispo,flash,1,3/16/04
San Luis Obispo,other,1,6/7/08
San Luis Obispo,sphere,1,3/15/98
San Luis Obispo,unknown,1,5/14/73
San Marcos,light,6,8/17/13
San Marcos,circle,3,4/9/12
San Marcos,other,2,12/21/04
San Marcos,oval,2,4/6/10
San Marcos,changing,1,9/16/02
San Marcos,fireball,1,4/30/14
San Marcos,formation,1,11/13/07
San Marcos,sphere,1,6/30/04
San Marcos,triangle,1,7/10/13
San Marino,diamond,1,12/23/07
San Martin,unknown,1,12/23/07
San Mateo,light,4,3/30/13
San Mateo,sphere,3,6/11/07
San Mateo,triangle,2,11/2/10
San Mateo,unknown,2,8/19/07
San Mateo,disk,1,3/28/04
San Mateo,formation,1,8/30/13
San Miguel,fireball,1,10/27/09
San Pablo,circle,1,11/14/10
San Pablo,formation,1,1/12/09
San Pedro,flash,1,11/6/13
San Pedro,formation,1,11/16/02
San Pedro,sphere,1,11/9/11
San Pedro,triangle,1,11/13/02
San Rafael,light,8,1/6/14
San Rafael,triangle,4,4/10/14
San Rafael,changing,3,11/1/07
San Rafael,unknown,3,12/30/06
San Rafael,chevron,1,3/2/05
San Rafael,disk,1,9/25/13
San Rafael,formation,1,1/7/14
San Rafael,other,1,8/19/13
San Rafael,oval,1,6/1/73
San Rafael,rectangle,1,8/5/05
San Rafael,teardrop,1,9/1/99
San Ramon,disk,2,6/29/08
San Ramon,other,2,1/31/04
San Ramon,circle,1,3/14/04
San Ramon,cylinder,1,10/8/08
San Ramon,fireball,1,1/11/99
San Ramon,formation,1,11/25/12
San Ramon,light,1,1/25/11
San Ramon,oval,1,7/31/13
San Ramon,sphere,1,8/8/12
Sanger,unknown,10,12/27/13
Sanger,triangle,5,7/29/05
Sanger,cigar,4,1/1/99
Sanger,circle,4,4/4/08
Sanger,disk,4,6/15/98
Sanger,fireball,4,11/23/11
Sanger,light,4,3/2/09
Sanger,changing,3,6/10/10
Sanger,other,3,1/9/14
Sanger,oval,2,9/7/99
Sanger,cylinder,1,6/18/07
Sanger,diamond,1,8/19/09
Sanger,egg,1,2/24/09
Sanger,flash,1,12/6/04
Sanger,rectangle,1,12/24/75
Santa Ana,light,12,1/17/14
Santa Ana,oval,4,3/10/12
Santa Ana,sphere,3,1/28/10
Santa Ana,triangle,3,11/5/11
Santa Ana,unknown,3,5/26/10
Santa Ana,circle,2,12/14/01
Santa Ana,disk,2,3/14/08
Santa Ana,formation,2,6/4/06
Santa Ana,changing,1,5/8/99
Santa Ana,egg,1,2/15/14
Santa Ana,other,1,7/15/95
Santa Ana,rectangle,1,5/30/07
Santa Ana,teardrop,1,1/5/06
Santa Barbara,light,12,12/31/13
Santa Barbara,disk,8,11/26/11
Santa Barbara,triangle,8,9/12/13
Santa Barbara,unknown,7,4/9/13
Santa Barbara,changing,5,8/20/13
Santa Barbara,chevron,4,4/22/10
Santa Barbara,fireball,4,9/9/11
Santa Barbara,other,4,9/3/10
Santa Barbara,circle,3,8/18/12
Santa Barbara,cigar,2,9/1/99
Santa Barbara,oval,2,10/8/12
Santa Barbara,sphere,2,4/21/09
Santa Barbara,diamond,1,1/11/02
Santa Barbara,flash,1,11/6/13
Santa Barbara,formation,1,7/1/68
Santa Clara,light,7,3/20/12
Santa Clara,sphere,5,1/1/14
Santa Clara,circle,3,8/16/13
Santa Clara,unknown,3,3/26/09
Santa Clara,changing,2,3/8/12
Santa Clara,chevron,2,11/9/08
Santa Clara,disk,2,6/30/05
Santa Clara,oval,2,6/9/08
Santa Clara,rectangle,2,6/22/08
Santa Clara,egg,1,4/20/00
Santa Clara,formation,1,7/15/03
Santa Clara,teardrop,1,4/15/04
Santa Clarita,light,6,9/8/12
Santa Clarita,sphere,5,8/29/12
Santa Clarita,circle,4,1/29/14
Santa Clarita,other,4,11/9/06
Santa Clarita,fireball,3,6/3/13
Santa Clarita,triangle,3,7/10/10
Santa Clarita,disk,2,3/30/07
Santa Clarita,unknown,2,1/18/12
Santa Clarita,cigar,1,11/6/03
Santa Clarita,formation,1,5/4/10
Santa Clarita,oval,1,6/3/99
Santa Clarita,rectangle,1,6/1/99
Santa Cruz,circle,8,10/29/13
Santa Cruz,light,8,1/25/14
Santa Cruz,other,6,4/26/14
Santa Cruz,unknown,6,2/14/14
Santa Cruz,fireball,5,12/31/13
Santa Cruz,sphere,4,2/3/13
Santa Cruz,triangle,4,3/28/09
Santa Cruz,diamond,3,4/14/10
Santa Cruz,changing,2,11/28/02
Santa Cruz,cigar,2,10/31/13
Santa Cruz,cylinder,2,2/8/06
Santa Cruz,disk,2,2/2/07
Santa Cruz,formation,2,11/11/12
Santa Cruz,oval,2,4/21/12
Santa Cruz,rectangle,2,4/19/08
Santa Margarita,oval,1,2/6/07
Santa Maria,oval,3,2/8/10
Santa Maria,triangle,3,9/29/08
Santa Maria,circle,2,2/16/11
Santa Maria,light,2,2/12/05
Santa Maria,other,2,10/9/08
Santa Maria,sphere,2,8/28/08
Santa Maria,fireball,1,2/6/12
Santa Maria,rectangle,1,4/27/06
Santa Maria,teardrop,1,5/3/13
Santa Maria,unknown,1,6/22/04
Santa Monica,triangle,8,4/19/13
Santa Monica,formation,7,7/20/13
Santa Monica,circle,5,9/28/13
Santa Monica,light,5,9/5/06
Santa Monica,sphere,5,9/2/06
Santa Monica,cylinder,4,11/9/13
Santa Monica,disk,3,5/23/04
Santa Monica,changing,2,1/12/08
Santa Monica,diamond,2,3/21/05
Santa Monica,fireball,2,9/22/10
Santa Monica,other,2,3/15/09
Santa Monica,oval,2,11/28/11
Santa Monica,chevron,1,5/15/03
Santa Monica,cigar,1,4/10/03
Santa Monica,cone,1,12/18/04
Santa Monica,unknown,1,7/15/76
Santa Paula,light,2,12/19/13
Santa Paula,unknown,2,11/23/13
Santa Paula,cigar,1,11/26/10
Santa Paula,disk,1,7/25/09
Santa Paula,oval,1,7/25/09
Santa Paula,rectangle,1,6/1/76
Santa Rosa,light,18,12/18/13
Santa Rosa,sphere,11,4/10/14
Santa Rosa,unknown,8,1/5/14
Santa Rosa,circle,6,12/27/11
Santa Rosa,triangle,6,11/2/13
Santa Rosa,other,5,12/30/07
Santa Rosa,chevron,4,10/27/12
Santa Rosa,disk,3,1/4/97
Santa Rosa,fireball,3,3/22/12
Santa Rosa,cross,2,9/3/01
Santa Rosa,cylinder,2,8/21/10
Santa Rosa,teardrop,2,2/1/12
Santa Rosa,changing,1,12/22/88
Santa Rosa,diamond,1,2/24/10
Santa Rosa,formation,1,12/27/13
Santa Rosa,oval,1,8/25/78
Santee,light,5,4/9/14
Santee,circle,2,6/23/13
Santee,formation,2,11/15/03
Santee,disk,1,5/7/13
Santee,oval,1,12/7/10
Santee,sphere,1,6/17/99
Santee,unknown,1,4/5/01
Saratoga,other,2,1/12/12
Saratoga,sphere,2,12/24/13
Saratoga,circle,1,9/11/03
Sausalito,disk,3,3/11/05
Sausalito,light,3,7/18/02
Sausalito,cigar,1,5/8/10
Sausalito,circle,1,1/31/04
Sausalito,other,1,6/5/06
Scotts Valley,disk,1,8/9/03
Scotts Valley,formation,1,3/14/00
Scotts Valley,light,1,7/6/05
Scotts Valley,other,1,11/20/03
Scotts Valley,sphere,1,7/4/13
Seal Beach,light,2,9/26/10
Seal Beach,sphere,1,6/23/13
Seal Beach,unknown,1,4/16/14
Seaside,triangle,2,6/20/12
Seaside,fireball,1,2/6/11
Seaside,light,1,5/15/02
Selma,light,2,2/13/14
Selma,formation,1,2/25/14
Selma,unknown,1,6/14/13
Sequoia National Park,triangle,1,10/31/09
Sequoia National Park,unknown,1,1/18/03
Shafter,circle,3,2/20/07
Shafter,disk,1,3/15/81
Shafter,formation,1,2/12/13
Shasta,light,2,12/28/99
Shasta,circle,1,7/3/90
Shasta,fireball,1,5/25/13
Shasta Lake,light,1,1/20/03
Shaver Lake,triangle,3,3/22/11
Shaver Lake,cigar,1,6/1/77
Shaver Lake,fireball,1,4/22/12
Shaver Lake,light,1,7/1/90
Shaver Lake,unknown,1,7/25/09
Shelter Cove,disk,1,6/1/72
Shelter Cove,unknown,1,2/2/09
Sherman Oaks,other,5,8/28/10
Sherman Oaks,light,3,12/1/13
Sherman Oaks,circle,2,9/4/10
Sherman Oaks,changing,1,1/26/03
Sherman Oaks,chevron,1,10/9/11
Sherman Oaks,cigar,1,9/15/97
Sherman Oaks,diamond,1,6/28/12
Sherman Oaks,fireball,1,4/17/08
Sherman Oaks,formation,1,8/23/97
Sherman Oaks,sphere,1,4/21/10
Sherman Oaks,triangle,1,12/24/94
Sherman Oaks,unknown,1,6/5/12
Shingle Springs,circle,1,11/9/05
Shingle Springs,light,1,11/30/98
Shingle Springs,triangle,1,9/12/08
Sierra Madre,fireball,1,1/2/00
Silver City,light,2,7/17/10
Simi Valley,light,13,4/12/14
Simi Valley,circle,8,3/7/14
Simi Valley,fireball,5,8/15/09
Simi Valley,unknown,4,3/19/10
Simi Valley,oval,3,11/30/08
Simi Valley,triangle,3,8/21/09
Simi Valley,disk,2,6/21/11
Simi Valley,formation,2,12/30/00
Simi Valley,rectangle,2,3/13/07
Simi Valley,sphere,2,12/5/13
Simi Valley,cigar,1,10/9/09
Simi Valley,cross,1,12/20/09
Simi Valley,cylinder,1,1/16/03
Simi Valley,diamond,1,4/5/11
Simi Valley,egg,1,12/13/96
Simi Valley,other,1,2/19/99
Smartsville,circle,1,11/17/06
Solana Beach,chevron,1,4/14/11
Solana Beach,disk,1,7/9/08
Solana Beach,light,1,12/6/13
Soledad,sphere,1,6/17/12
Solvang,light,1,11/11/95
Somes Bar,light,1,5/10/06
Sonoma,fireball,4,9/21/12
Sonoma,circle,3,7/29/06
Sonoma,light,2,4/27/14
Sonoma,triangle,2,9/28/11
Sonoma,chevron,1,4/8/97
Sonoma,cross,1,6/24/07
Sonoma,diamond,1,9/19/05
Sonoma,egg,1,2/26/10
Sonoma,flash,1,7/21/06
Sonoma,formation,1,3/1/07
Sonoma,other,1,9/23/03
Sonoma,unknown,1,3/12/14
Sonora,light,10,8/11/07
Sonora,other,4,4/12/08
Sonora,disk,3,6/6/06
Sonora,triangle,3,9/17/04
Sonora,circle,2,8/2/08
Sonora,unknown,2,4/26/07
Sonora,cylinder,1,6/10/04
Sonora,fireball,1,7/19/06
Soquel,cylinder,1,10/9/10
Soulsbyville,changing,1,3/4/12
Soulsbyville,disk,1,8/2/86
South El Monte,disk,1,1/16/05
South El Monte,sphere,1,1/1/14
South Gate,cylinder,1,1/15/85
South Gate,fireball,1,10/31/08
South Lake Tahoe,light,4,6/14/06
South Lake Tahoe,disk,2,11/12/01
South Lake Tahoe,triangle,2,7/4/06
South Lake Tahoe,fireball,1,5/26/12
South Lake Tahoe,formation,1,8/17/07
South Lake Tahoe,sphere,1,4/30/08
South Pasadena,fireball,3,8/3/06
South Pasadena,chevron,2,5/26/00
South Pasadena,circle,1,11/2/99
South Pasadena,disk,1,5/22/09
South Pasadena,light,1,2/2/99
South San Francisco,light,2,1/1/12
South San Francisco,disk,1,1/10/59
Spring Valley,light,8,1/1/10
Spring Valley,circle,3,6/18/11
Spring Valley,fireball,3,7/4/07
Spring Valley,sphere,2,11/15/13
Spring Valley,cigar,1,8/6/05
Spring Valley,disk,1,6/12/06
Spring Valley,egg,1,9/29/05
Spring Valley,other,1,7/4/07
Springville,cigar,1,6/15/76
Springville,disk,1,7/1/59
Squaw Valley,light,2,7/30/11
St. Helena,flash,2,9/10/13
Stanford,oval,1,11/25/01
Stanton,fireball,1,3/15/03
Stockton,light,10,2/22/14
Stockton,disk,6,7/1/00
Stockton,circle,4,2/22/14
Stockton,fireball,4,1/1/13
Stockton,triangle,3,1/1/13
Stockton,formation,2,12/31/13
Stockton,changing,1,7/5/73
Stockton,diamond,1,3/25/97
Stockton,flash,1,6/18/10
Stockton,other,1,9/7/96
Stockton,rectangle,1,8/1/81
Stockton,sphere,1,9/12/08
Stockton,unknown,1,11/23/96
Stovepipe Wells,oval,2,11/17/09
Stovepipe Wells,light,1,1/16/11
Strawberry,triangle,1,10/26/06
Studio City,disk,3,11/3/12
Studio City,light,3,11/7/12
Studio City,triangle,3,12/29/11
Studio City,chevron,1,4/6/03
Studio City,circle,1,12/28/13
Studio City,cylinder,1,3/28/13
Studio City,fireball,1,11/28/12
Studio City,rectangle,1,1/2/00
Studio City,unknown,1,5/19/05
Suisun City,circle,2,1/1/03
Summerland,disk,2,4/25/11
Summerland,oval,1,2/24/11
Summerland,sphere,1,1/29/68
Summerland,triangle,1,5/8/00
Summerland,unknown,1,12/8/07
Sun City,formation,1,12/10/08
Sun Valley,triangle,1,1/18/09
Sunnyvale,circle,5,4/29/13
Sunnyvale,other,4,2/10/98
Sunnyvale,unknown,4,5/2/04
Sunnyvale,light,3,4/21/05
Sunnyvale,disk,2,7/22/09
Sunnyvale,formation,2,2/13/10
Sunnyvale,sphere,2,7/3/05
Sunnyvale,egg,1,8/8/08
Sunnyvale,fireball,1,6/1/12
Sunnyvale,triangle,1,2/24/02
Sunol,flash,1,3/14/11
Sunol,triangle,1,2/6/06
Sunol,unknown,1,1/8/03
Susanville,light,3,12/22/06
Susanville,unknown,2,8/7/05
Susanville,cigar,1,9/5/13
Susanville,circle,1,6/15/07
Susanville,flash,1,10/8/12
Susanville,other,1,7/4/05
Susanville,sphere,1,5/12/01
Susanville,triangle,1,7/20/13
Sylmar,disk,1,10/28/08
Sylmar,light,1,10/8/03
Taft,fireball,2,4/14/11
Taft,light,2,8/16/01
Taft,changing,1,11/30/07
Taft,cross,1,8/15/01
Taft,disk,1,1/22/08
Taft,formation,1,9/15/07
Taft,sphere,1,12/16/12
Taft,unknown,1,7/15/13
Tahoe City,unknown,3,8/14/13
Tahoe City,cigar,1,2/27/09
Tahoe City,other,1,7/4/04
Tahoe City,sphere,1,9/19/02
Tarzana,flash,1,11/6/07
Tarzana,light,1,1/2/14
Tarzana,sphere,1,11/16/06
Tarzana,triangle,1,12/16/97
Tecopa,circle,1,1/12/95
Tehachapi,light,3,1/23/11
Tehachapi,chevron,1,6/12/05
Tehachapi,disk,1,7/1/06
Tehachapi,fireball,1,12/30/59
Tehachapi,flash,1,9/25/10
Tehachapi,other,1,7/23/02
Tehachapi,triangle,1,7/15/65
Tehachapi,unknown,1,11/26/87
Temecula,fireball,2,10/5/02
Temecula,light,2,10/29/04
Temecula,unknown,2,11/16/11
Temecula,cone,1,12/11/10
Temecula,disk,1,12/10/94
Temecula,other,1,7/28/01
Temecula,rectangle,1,12/1/06
Temecula,sphere,1,12/17/01
Temescal Valley,chevron,2,4/11/05
Temescal Valley,oval,1,8/12/02
Temescal Valley,unknown,1,6/14/97
Thousand Oaks,circle,4,9/25/10
Thousand Oaks,light,4,1/21/14
Thousand Oaks,changing,3,12/2/13
Thousand Oaks,disk,3,9/28/12
Thousand Oaks,oval,3,11/5/10
Thousand Oaks,flash,2,6/14/13
Thousand Oaks,formation,2,2/21/14
Thousand Oaks,fireball,1,12/3/10
Thousand Oaks,other,1,10/31/11
Thousand Oaks,sphere,1,8/21/10
Thousand Oaks,triangle,1,3/17/00
Thousand Oaks,unknown,1,3/26/96
Tiburon,fireball,2,8/13/00
Tiburon,disk,1,11/5/06
Tiburon,light,1,8/13/13
Tiburon,teardrop,1,11/2/67
Tiburon,triangle,1,7/26/98
Torrance,unknown,5,8/29/13
Torrance,other,4,8/10/12
Torrance,sphere,4,10/6/13
Torrance,disk,3,10/5/12
Torrance,light,3,4/11/13
Torrance,triangle,3,5/5/12
Torrance,changing,2,12/30/02
Torrance,chevron,1,5/2/02
Torrance,cylinder,1,10/29/07
Torrance,diamond,1,10/31/13
Torrance,egg,1,8/21/98
Torrance,oval,1,9/27/06
Torrance,rectangle,1,10/31/11
Trabuco Canyon,cigar,1,11/8/08
Tracy,light,4,11/1/10
Tracy,circle,3,10/28/10
Tracy,disk,3,5/8/04
Tracy,oval,3,4/21/13
Tracy,triangle,3,9/3/10
Tracy,teardrop,2,11/6/11
Tracy,chevron,1,11/24/09
Tracy,cigar,1,9/16/07
Tracy,other,1,7/12/10
Tracy,unknown,1,9/9/68
Trinidad,light,2,5/10/10
Trinidad,changing,1,6/17/05
Trinidad,fireball,1,12/21/11
Trowbridge,triangle,1,2/25/01
Truckee,light,3,12/6/08
Truckee,other,2,5/12/05
Truckee,unknown,2,7/7/10
Truckee,cigar,1,6/15/74
Truckee,circle,1,6/18/83
Truckee,diamond,1,8/13/11
Truckee,egg,1,8/5/04
Tujunga,sphere,1,1/18/14
Tujunga,unknown,1,11/14/99
Tulare,formation,1,1/1/13
Tulelake,circle,1,2/21/03
Tulelake,light,1,7/4/03
Tuolumne,light,1,12/19/12
Turlock,light,7,9/26/13
Turlock,triangle,3,4/10/14
Turlock,changing,1,1/25/13
Turlock,chevron,1,9/26/13
Turlock,circle,1,1/7/02
Turlock,fireball,1,3/5/14
Tustin,light,3,5/12/12
Tustin,disk,2,8/8/13
Tustin,other,2,3/12/06
Tustin,sphere,2,4/19/04
Tustin,changing,1,11/21/06
Tustin,circle,1,8/23/09
Tustin,diamond,1,5/15/05
Tustin,triangle,1,11/21/08
Twentynine Palms,diamond,2,1/1/06
Twentynine Palms,disk,2,3/21/12
Twentynine Palms,light,2,9/3/10
Twentynine Palms,circle,1,4/22/08
Twentynine Palms,formation,1,8/3/03
Ukiah,disk,2,1/17/09
Ukiah,light,2,9/18/11
Ukiah,sphere,2,11/27/78
Ukiah,changing,1,8/28/77
Ukiah,cigar,1,12/10/06
Ukiah,circle,1,12/7/06
Ukiah,other,1,1/14/08
Ukiah,rectangle,1,1/29/07
Ukiah,teardrop,1,6/30/06
Ukiah,unknown,1,7/15/05
Union City,light,3,11/30/12
Union City,changing,1,1/17/04
Union City,unknown,1,11/22/09
Upland,circle,3,1/8/14
Upland,fireball,1,12/12/96
Upland,sphere,1,11/4/10
Upland,unknown,1,6/3/09
Vacaville,light,8,4/22/14
Vacaville,disk,4,4/10/08
Vacaville,fireball,3,12/13/03
Vacaville,other,2,10/27/12
Vacaville,sphere,2,12/7/13
Vacaville,triangle,2,2/28/08
Vacaville,unknown,2,4/5/11
Vacaville,changing,1,8/19/07
Vacaville,circle,1,11/22/12
Vacaville,diamond,1,6/27/99
Valencia,triangle,5,5/2/08
Valencia,disk,3,3/14/04
Valencia,light,3,11/5/09
Valencia,oval,3,12/23/93
Valencia,unknown,3,12/17/10
Valencia,circle,1,12/16/03
Valencia,cylinder,1,3/27/10
Valencia,formation,1,11/6/05
Vallejo,light,3,2/22/13
Vallejo,changing,2,6/13/07
Vallejo,sphere,2,5/5/14
Vallejo,triangle,2,11/5/13
Vallejo,unknown,2,10/31/05
Vallejo,chevron,1,3/20/04
Vallejo,cigar,1,7/23/00
Vallejo,circle,1,2/1/10
Vallejo,diamond,1,9/14/09
Vallejo,disk,1,8/1/89
Vallejo,flash,1,8/30/13
Vallejo,formation,1,11/13/03
Vallejo,other,1,3/8/08
Vallejo,teardrop,1,10/7/00
Valley Center,light,1,3/6/11
Valley Center,oval,1,6/30/09
Van Nuys,circle,8,6/18/09
Van Nuys,sphere,7,4/15/14
Van Nuys,light,5,2/23/11
Van Nuys,diamond,3,6/21/11
Van Nuys,disk,3,3/7/11
Van Nuys,formation,3,6/15/08
Van Nuys,triangle,3,7/16/06
Van Nuys,other,2,9/24/98
Van Nuys,changing,1,8/1/95
Van Nuys,cone,1,2/6/86
Van Nuys,cylinder,1,8/16/09
Van Nuys,egg,1,1/25/03
Van Nuys,flash,1,12/18/05
Van Nuys,oval,1,7/15/11
Van Nuys,teardrop,1,11/15/74
Venice,light,5,9/10/12
Venice,triangle,4,4/30/14
Venice,fireball,2,5/3/13
Venice,other,2,4/4/11
Venice,sphere,2,5/5/12
Venice,changing,1,11/26/09
Venice,cigar,1,7/19/00
Venice,circle,1,2/20/14
Venice,cylinder,1,3/10/01
Venice,diamond,1,4/24/00
Venice,formation,1,12/30/06
Venice,unknown,1,8/23/10
Ventura,light,9,7/4/12
Ventura,circle,7,9/9/12
Ventura,triangle,7,5/16/12
Ventura,other,6,11/7/13
Ventura,chevron,5,9/9/12
Ventura,fireball,5,3/8/13
Ventura,formation,4,5/7/12
Ventura,changing,3,9/20/10
Ventura,oval,3,11/17/05
Ventura,sphere,3,1/8/07
Ventura,cone,2,5/20/02
Ventura,disk,2,5/26/02
Ventura,teardrop,2,12/9/10
Ventura,unknown,2,4/17/13
Ventura,cigar,1,6/1/67
Ventura,rectangle,1,8/19/01
Victorville,light,8,2/23/14
Victorville,sphere,6,8/27/12
Victorville,unknown,6,6/6/11
Victorville,circle,5,4/20/14
Victorville,other,3,2/3/13
Victorville,fireball,2,2/3/08
Victorville,triangle,2,5/12/09
Victorville,chevron,1,3/29/02
Victorville,diamond,1,6/29/09
Victorville,disk,1,9/12/96
Victorville,egg,1,6/25/06
Victorville,formation,1,4/23/04
Victorville,rectangle,1,1/20/09
Victorville,teardrop,1,12/31/12
Vidal,diamond,1,1/1/06
Vincent,cigar,1,5/15/64
Visalia,light,8,6/29/11
Visalia,unknown,4,11/24/11
Visalia,fireball,3,5/7/14
Visalia,changing,2,11/21/05
Visalia,formation,2,6/4/09
Visalia,triangle,2,8/24/10
Visalia,cylinder,1,5/8/11
Visalia,disk,1,9/4/11
Visalia,egg,1,1/29/06
Visalia,other,1,10/6/12
Visalia,oval,1,6/10/08
Visalia,sphere,1,3/22/07
Vista,triangle,8,12/27/13
Vista,unknown,5,11/16/06
Vista,light,3,3/7/14
Vista,oval,3,3/5/11
Vista,fireball,2,9/22/11
Vista,chevron,1,2/24/07
Vista,cigar,1,6/15/56
Vista,disk,1,1/2/00
Vista,egg,1,1/7/11
Vista,other,1,12/30/07
Vista,sphere,1,11/20/09
Walnut,light,1,4/24/14
Walnut,other,1,7/12/09
Walnut,sphere,1,9/12/00
Walnut Creek,unknown,6,1/14/07
Walnut Creek,light,3,3/5/14
Walnut Creek,changing,1,5/8/11
Walnut Creek,circle,1,9/4/03
Walnut Creek,cross,1,12/16/00
Walnut Creek,diamond,1,1/13/09
Walnut Creek,disk,1,12/5/06
Walnut Creek,other,1,2/4/03
Walnut Creek,oval,1,10/7/03
Walnut Creek,triangle,1,11/28/03
Waterford,disk,1,8/15/68
Waterloo,unknown,1,5/1/13
Watsonville,disk,4,1/3/12
Watsonville,chevron,1,12/24/13
Watsonville,diamond,1,8/10/01
Watsonville,fireball,1,8/22/10
Watsonville,light,1,9/4/04
Watsonville,other,1,4/11/98
Watsonville,sphere,1,3/27/04
Watsonville,triangle,1,9/26/05
Watsonville,unknown,1,5/5/13
Weaverville,fireball,2,1/1/13
Weaverville,light,1,11/27/09
Weaverville,sphere,1,1/3/13
Weed,disk,1,10/31/81
Weldon,cross,1,11/27/99
Weldon,triangle,1,8/11/02
West Sacramento,unknown,3,7/16/13
West Sacramento,cylinder,2,6/6/13
Westlake Village,sphere,1,11/14/01
Westminster,light,3,1/18/14
Westminster,circle,2,7/4/12
Westminster,fireball,2,3/23/13
Westminster,unknown,2,9/25/11
Westminster,chevron,1,11/11/12
Westminster,cigar,1,11/18/06
Westminster,diamond,1,8/7/99
Westminster,disk,1,1/1/77
Westminster,flash,1,2/9/06
Westminster,teardrop,1,1/18/09
Westmorland,light,1,2/2/06
Westwood,diamond,2,1/2/08
Westwood,light,1,9/23/91
Westwood,other,1,6/1/83
Whittier,light,11,11/6/13
Whittier,circle,7,9/5/13
Whittier,oval,4,2/6/11
Whittier,disk,3,8/1/10
Whittier,fireball,3,4/26/14
Whittier,other,3,3/3/06
Whittier,triangle,3,7/18/12
Whittier,sphere,2,3/11/06
Whittier,changing,1,11/12/11
Whittier,chevron,1,8/1/77
Whittier,egg,1,7/16/88
Whittier,formation,1,9/26/01
Whittier,unknown,1,8/3/02
Wildomar,fireball,3,1/6/11
Wildomar,circle,2,9/16/12
Wildomar,cross,1,10/5/04
Wildomar,disk,1,8/19/00
Wildomar,light,1,11/20/11
Wildomar,triangle,1,1/6/11
Wildomar,unknown,1,3/18/14
Williams,chevron,1,9/28/07
Williams,oval,1,6/1/75
Willits,fireball,4,1/18/14
Willits,circle,2,4/11/14
Willits,changing,1,7/15/90
Willits,diamond,1,5/15/83
Willits,light,1,5/11/01
Willits,oval,1,6/26/11
Willow Creek,light,2,1/24/06
Willow Creek,circle,1,9/2/05
Willow Creek,sphere,1,7/1/97
Wilmington,light,4,7/9/05
Wilmington,circle,2,8/5/05
Wilmington,diamond,2,8/7/03
Wilmington,disk,1,7/15/52
Wilmington,fireball,1,7/15/01
Wilmington,other,1,7/22/05
Wilmington,oval,1,5/2/10
Wilmington,rectangle,1,7/27/02
Wilmington,sphere,1,4/5/09
