City,UFO_type,Reports,latest_report_date
Wilmington,triangle,1,4/21/09
Wilton,light,1,5/10/80
Winchester,fireball,2,6/16/08
Winchester,formation,1,7/20/98
Winchester,light,1,6/30/93
Winchester,sphere,1,2/5/04
Windsor,light,3,9/16/13
Windsor,changing,1,12/17/99
Windsor,chevron,1,7/28/03
Windsor,circle,1,1/1/07
Windsor,fireball,1,3/31/02
Windsor,flash,1,3/22/14
Windsor,formation,1,1/1/07
Windsor,other,1,1/1/07
Windsor,sphere,1,11/27/98
Winterhaven,disk,1,3/25/78
Woodland,light,10,3/15/09
Woodland,unknown,6,11/21/11
Woodland,sphere,4,3/14/09
Woodland,disk,2,4/17/10
Woodland,fireball,2,5/30/04
Woodland,formation,2,4/27/08
Woodland,cigar,1,6/18/07
Woodland,circle,1,2/10/05
Woodland,cone,1,7/7/00
Woodland,other,1,1/6/09
Woodland,oval,1,8/13/08
Woodland Hills,circle,3,9/22/07
Woodland Hills,light,3,4/26/04
Woodland Hills,disk,2,6/30/06
Woodland Hills,oval,2,5/20/11
Woodland Hills,triangle,2,2/7/14
Woodland Hills,cigar,1,9/10/08
Woodland Hills,fireball,1,11/17/09
Woodland Hills,formation,1,7/15/06
Woodland Hills,other,1,4/28/03
Woodland Hills,sphere,1,2/13/06
Woodland Hills,teardrop,1,8/13/11
Woodland Hills,unknown,1,5/3/11
Wrightwood,circle,1,6/20/98
Wrightwood,disk,1,10/29/11
Wrightwood,fireball,1,9/16/11
Yorba Linda,light,7,6/22/13
Yorba Linda,oval,3,7/4/12
Yorba Linda,circle,2,8/30/07
Yorba Linda,diamond,2,5/29/13
Yorba Linda,disk,2,11/5/06
Yorba Linda,fireball,2,1/26/08
Yorba Linda,triangle,2,2/28/09
Yorba Linda,cigar,1,4/23/10
Yorba Linda,cone,1,4/17/01
Yorba Linda,formation,1,6/30/75
Yorba Linda,other,1,8/16/00
Yorba Linda,rectangle,1,4/30/14
Yorba Linda,sphere,1,7/20/06
Yorba Linda,unknown,1,1/31/04
Yosemite Lakes,circle,1,7/1/75
Yosemite Lakes,disk,1,7/13/11
Yosemite Lakes,light,1,6/11/12
Yosemite Lakes,other,1,2/27/99
Yosemite Lakes,triangle,1,8/13/98
Yosemite National Park,light,5,8/2/06
Yosemite National Park,oval,2,8/13/10
Yosemite National Park,triangle,2,5/16/03
Yosemite National Park,chevron,1,8/8/01
Yosemite National Park,disk,1,7/9/05
Yosemite National Park,egg,1,7/7/85
Yosemite National Park,formation,1,4/10/92
Yosemite National Park,other,1,8/9/99
Yosemite National Park,unknown,1,4/1/04
Yountville,triangle,1,12/25/13
Yuba City,light,3,2/14/14
Yuba City,triangle,3,7/15/07
Yuba City,fireball,2,11/28/04
Yuba City,unknown,2,8/19/11
Yuba City,chevron,1,9/15/10
Yuba City,circle,1,12/7/13
Yuba City,other,1,6/28/03
Yuba City,sphere,1,11/16/13
Yucca Valley,disk,2,1/6/02
Yucca Valley,unknown,2,7/9/08
Yucca Valley,circle,1,1/15/04
Yucca Valley,cylinder,1,9/22/00
Yucca Valley,diamond,1,1/18/03
Yucca Valley,formation,1,7/21/11
Yucca Valley,light,1,6/1/67
Yucca Valley,other,1,2/1/97
Zayante,formation,1,9/29/08
Zayante,light,1,9/23/04
Zayante,other,1,8/8/11
Zayante,teardrop,1,6/15/07
